대여소 아이디,대여소 이름,사용유무,주소(동),상세주소,경도,위도,권역,지오펜스 거리,등록일,수정일
SJ_00620,집현동_새나루 1103동 앞,Y,집현동,세종특별자치시 집현동 885-1,127.3225959,36.4967274,4,30,2021-12-27 13:58:17,2024-01-02 17:11:41
SJ_00622,어진동_중소벤처기업부 앞 정류장,Y,어진동,세종특별자치시 어진동 666,127.260384,36.497497,1,25,2021-12-27 14:38:04,2023-06-29 20:48:50
SJ_00623,세종동_전월산 무궁화 테마공원,Y,세종동,세종특별자치시 세종동 633-1,127.2879203,36.5140372,S,35,2021-12-27 14:39:58,2024-05-08 14:57:47
SJ_00624,아름동_세종국제고_과학영재고 사이,Y,아름동,세종특별자치시 아름동 1463,127.248088,36.521610,1,35,2021-12-27 14:42:09,2022-08-29 15:48:51
SJ_00625,도담동_해밀1단지 건너편 버스정류장,Y,도담동,세종특별자치시 도담동 409,127.262974,36.524674,1,25,2021-12-27 14:43:59,2024-06-24 19:28:09
SJ_00626,어진동_정부세종청사2_우체국사거리,Y,어진동,세종특별자치시 어진동 582,127.261847,36.499833,1,25,2021-12-27 14:47:14,2021-12-27 15:55:16
SJ_00627,종촌동_소망교회 옆,Y,종촌동,세종특별자치시 종촌동 676,127.249105,36.502287,1,35,2021-12-27 14:51:02,2021-12-27 14:52:21
SJ_00628,금남면_세종성바오로성당,Y,금남면,세종특별자치시 금남면 신촌리 297-11,127.282449,36.468474,3,35,2022-02-03 10:42:15,2022-02-04 21:46:12
SJ_00629,보람동_보람초등학교 앞 정류장,Y,보람동,세종특별자치시 보람동 773,127.292940,36.480135,3,30,2022-02-04 15:40:30,2022-02-04 15:44:44
SJ_00630,반곡동_국책 연구지원동 앞(정류장),Y,반곡동,세종특별자치시 반곡동 736,127.303269,36.495420,3,35,2022-02-04 15:41:18,2022-02-04 21:44:54
SJ_00631,반곡동_국책연구단지 시외버스 정류장,Y,반곡동,세종특별자치시 반곡동 713,127.305612,36.495824,3,25,2022-02-04 15:43:42,2024-05-13 14:35:03
SJ_00632,집현동_새나루 1단지 앞,Y,집현동,세종특별자치시 집현동 883-147,127.320500,36.485792,4,25,2022-02-04 17:31:58,2024-03-13 10:56:23
SJ_00633,집현동_새나루1109동 앞,Y,집현동,세종특별자치시 집현동 889,127.323865,36.497535,4,30,2022-02-04 17:44:56,2022-02-04 21:42:56
SJ_00634,집현동_새나루11단지앞 BRT정류장1(합강리방향),Y,집현동,세종특별자치시 집현동 885-1,127.321965,36.497709,4,30,2022-02-04 16:34:58,2022-12-27 15:22:34
SJ_00635,집현동_산학연클러스터앞 BRT정류장,Y,집현동,세종특별자치시 집현동 396,127.328582,36.500740,4,30,2022-02-04 16:40:35,2022-02-04 21:59:33
SJ_00637,집현동_새나루 906동 앞,Y,집현동,세종특별자치시 집현동 산 180,127.3245488,36.4911758,4,45,2022-02-04 17:53:22,2023-04-27 20:00:43
SJ_00638,집현동_새나루 908동 로터리,Y,집현동,세종특별자치시 집현동 785-548,127.324919,36.492476,4,30,2022-02-04 17:56:01,2023-04-06 21:52:14
SJ_00639,집현동_새나루 901동앞 로터리,Y,집현동,세종특별자치시 집현동 785-57,127.322704,36.493180,4,30,2022-02-04 17:58:00,2022-05-30 21:52:29
SJ_00640,아름동_아카데미타워,Y,아름동,세종특별자치시 아름동 1318,127.243292,36.512070,1,25,2022-02-04 18:00:35,2022-02-04 20:52:17
SJ_00641,집현동_BRT정류장(시청 방면),Y,집현동,세종특별자치시 집현동 370,127.3285296,36.5016114,4,30,2022-02-04 20:13:25,2023-09-14 14:22:46
SJ_00645,집현동_11단지 1106앞,Y,집현동,세종특별자치시 집현동 995-3,127.325279,36.496456,4,35,2022-02-05 13:52:51,2022-02-05 13:52:51
SJ_00646,보람동_금강보행교 남측(좌),Y,보람동,세종특별자치시 보람동 627-6,127.287577,36.480599,3,45,2022-03-21 14:55:44,2024-10-27 08:16:34
SJ_00647,보람동_금강보행교 남측(우),Y,보람동,세종특별자치시 보람동 626-7,127.288400,36.480947,3,45,2022-03-21 14:57:54,2024-10-27 08:16:46
SJ_00648,세종동_금강보행교북측(좌),Y,세종동,세종특별자치시 세종동 114-400,127.283323,36.486493,s,35,2022-03-22 13:31:18,2024-11-16 13:27:57
SJ_00649,세종동_금강보행교 북측(우),Y,세종동,세종특별자치시 세종동 735-487,127.283304,36.486074,s,35,2022-03-22 13:36:00,2023-05-29 14:55:38
SJ_00650,나성동_메가박스 건물 앞,Y,나성동,세종특별자치시 나성동 821,127.263397,36.483728,1,35,2022-05-31 13:47:12,2022-05-31 13:54:27
SJ_00652,해밀동_해밀동 복합커뮤니티센터 앞,Y,해밀동,세종특별자치시 해밀동 339-3,127.267659,36.527004,6,35,2022-05-31 13:53:56,2022-05-31 15:12:34
SJ_00653,도담동_도램마을 9단지 정류장BRT,Y,도담동,세종특별자치시 도담동 855,127.261637,36.509061,1,35,2022-05-31 13:56:46,2022-11-24 10:28:37
SJ_00654,아름동_범지기 1023동 버스정류장,Y,아름동,세종특별자치시 아름동 1277,127.249473,36.519095,1,35,2022-05-31 13:58:50,2022-05-31 13:58:50
SJ_00655,다정동_가온7단지 정문 버스정류장,Y,다정동,세종특별자치시 다정동 965,127.249677,36.491613,2,35,2022-05-31 14:00:26,2024-11-03 14:35:07
SJ_00656,어진동_세종경찰기동대 인근,Y,어진동,세종특별자치시 어진동 627,127.266879,36.503281,1,20,2022-05-31 14:03:12,2023-02-24 10:45:17
SJ_00657,집현동_새나루1단지 후문(118동),Y,반곡동,세종특별자치시 반곡동 산 74,127.317184,36.483881,4,35,2022-05-31 14:05:50,2022-05-31 14:05:50
SJ_00659,한림프라자 빌딩(수협은행),Y,나성동,세종특별자치시 나성동 752,127.259176,36.484292,2,35,2022-05-31 14:09:10,2024-04-25 09:36:23
SJ_00660,어진동_한뜰406동 앞 버스정류장,Y,어진동,세종특별자치시 어진동 520,127.254920,36.499012,1,35,2022-05-31 14:25:02,2022-05-31 14:25:02
SJ_00661,어진동_한뜰401동 앞,Y,어진동,세종특별자치시 어진동 520,127.255611,36.501082,1,35,2022-05-31 14:26:39,2022-07-22 14:33:06
SJ_00662,집현동_새나루마을 803동 로터리,Y,집현동,세종특별자치시 집현동 785-94,127.323787,36.489735,4,30,2022-07-29 14:11:12,2022-07-29 18:59:20
SJ_00663,가람동_수질복원센터 체육시설 앞 버스정류장 옆,Y,가람동,세종특별자치시 가람동 960,127.2461695,36.464944,S,35,2022-11-17 11:21:36,2022-11-29 07:44:02
SJ_00664,어진동_정부세종청사 체육관 공원,Y,어진동,"세종특별자치시 어진동 552, 체육관 출입구 계단 측면",127.2641948,36.5064279,1,35,2022-11-17 11:21:36,2022-11-29 07:42:44
SJ_00665,조치원_조치원읍 복합커뮤니티센터 ,Y,조치원,세종특별자치시 조치원읍 신흥리 244,127.2879463,36.5949812,0,35,2022-11-17 11:21:36,2022-11-29 07:41:53
SJ_00666,보람동_금남면 경계 금남구즉 로 로터리,Y,보람동,세종특별자치시 보람동 75-2,127.2965535,36.4766377,3,35,2022-11-17 11:21:36,2022-11-29 07:40:25
SJ_00667,새롬동_새뜸마을 9단지 어울로 도로변,Y,새롬동,"세종특별자치시 새롬동 612, 906동 앞",127.2573326,36.4830669,2,35,2022-11-17 11:21:36,2022-11-29 07:39:16
SJ_00668,한솔동_주택단지옆 공터자리,Y,한솔동,세종특별자치시 한솔동 1092,127.2488327,36.4799866,2,35,2022-11-17 11:21:36,2022-11-29 07:38:03
SJ_00669,한솔동_첫마을 7단지 정문 버스정류장인근 ,Y,한솔동,"세종특별자치시 한솔동 978, 원예농협 앞",127.2554552,36.4745737,2,35,2022-11-17 11:21:36,2022-11-29 07:45:01
SJ_00670,소담동_새샘마을 5단지 501동 앞 버스정류장,Y,소담동,"세종특별자치시 소담동 598, 501동 앞 버스정류장",127.304418,36.4814807,3,35,2022-11-17 11:21:36,2022-11-29 07:34:13
SJ_00671,아름동_아름 스포츠센터(코오롱 스포렉스) ,Y,아름동,세종특별자치시 아름동 1324,127.2455989,36.5119664,1,35,2022-11-17 11:21:36,2024-03-13 10:58:49
SJ_00672,집현동_새나루마을 1006동 앞 로터리,Y,집현동,세종 집현동 885-1,127.3226217,36.4936231,4,35,2022-12-15 17:49:45,2022-12-28 13:17:31
SJ_00673,집현동_새나루 11단지 앞 BRT정류장2(합강리방향),Y,집현동,세종 집현동 885-1,127.3229262,36.4978899,4,35,2022-12-15 17:53:52,2022-12-27 14:57:48
SJ_00674,보람동_금강시티타워 앞,Y,보람동,세종특별자치시 보람동 740,127.2882746,36.4781508,3,35,2022-12-15 17:55:29,2024-06-25 15:51:33
SJ_00675,보람동_호려울마을 3단지 301동 앞,Y,보람동,세종특별자치시 보람동 730,127.2802877,36.4768784,3,35,2022-12-15 17:56:46,2024-03-11 14:53:16
SJ_00676,금남면_대평시장 입구,Y,금남면,세종특별자치시 금남면 용포리 467-29,127.2819218,36.4655648,3,35,2022-12-15 17:58:13,2022-12-28 13:10:05
SJ_00677,새롬동_새뜸마을 716동 옆 로터리,Y,새롬동,세종특별자치시 새롬동 622,127.2481267,36.4870015,2,25,2022-12-15 17:59:57,2022-12-28 13:13:25
SJ_00678,세종동_전통문화체험관(불교문화지원관),Y,세종동,세종특별자치시 세종동 96,127.291181,36.5065803,S,35,2022-12-27 09:55:43,2024-02-20 10:29:07
SJ_00681,어진동_정부세종청사 중앙동 입구,Y,어진동,어진동 575,127.2641945,36.5014919,1,35,2023-03-22 19:02:58,2023-03-22 19:06:45
SJ_00682,어진동_정부세종청사 중앙동 기획재정부 입구,Y,어진동,세종시 어진동 571공,127.2651379,36.50314,1,30,2023-03-22 19:06:03,2023-04-05 15:32:17
SJ_00683,대평동_시드니힐,Y,대평동,세종특별자치시 대평동 666,127.2768806,36.4756264,3,35,2023-04-07 10:18:22,2023-04-07 10:18:22
SJ_00684,어진동_행정안전부 중앙동 동편입구,Y,어진동,세종특별자치시 어진동 572,127.265834,36.5018819,1,35,2023-04-07 16:39:14,2024-05-01 10:25:23
SJ_00685,반곡동_수루배마을 8단지 커뮤니티센터 앞,Y,반곡동,세종특별자치시 반곡동 831,127.3168945,36.4977772,4,25,2023-04-28 17:38:49,2024-05-29 08:09:08
SJ_00686,나성동_소방청 남문,Y,나성동,세종특별자치시 나성동 787,127.2616966,36.4832244,2,30,2023-04-28 17:41:13,2023-07-05 15:08:45
SJ_00687,새롬동_새뜸마을 1002동 앞,Y,새롬동,세종특별자치시 새롬동 617,127.2506681,36.4878619,2,25,2023-04-28 17:44:02,2024-07-24 09:40:48
SJ_00688,종촌동_가재마을 108동 앞,Y,종촌동,세종특별자치시 종촌동 688,127.2419314,36.4998293,1,25,2023-05-02 11:30:57,2023-07-05 14:56:22
SJ_409,대평동_복합커뮤티센터,Y,대평동,세종특별자치시 대평동 90-1,127.279640,36.470920,3,45,2019-04-17 16:37:41,2021-09-30 15:27:56
SJ_412,소담동_복합커뮤니티센터,Y,소담동,세종특별자치시 소담동 9-174,127.300812,36.483993,3,35,2019-04-30 13:25:51,2020-12-10 17:48:00
SJ_413,어진동_어진교차로,Y,어진동,세종특별자치시 어진동 588,127.259272,36.498197,1,35,2019-04-30 13:27:51,2020-12-10 10:24:00
SJ-00681,산울동 세종자이더시티 206동 앞,Y,산울동,세종특별자치시 산울동 308-1,127.260119,36.531487,6,25,2023-12-29 16:25:58,2024-05-29 18:37:46
SJ-00682,산울동-해밀동 BRT,Y,산울동,세종특별자치시 산울동 614 (산울동- 해밀동 BRT),127.26365890,36.52866640,6,25,2023-12-29 16:32:02,2024-05-10 17:54:25
SJ-00689,금남면_호탄리,Y,금남면,세종특별자치시 금남면 호탄리 573-2,127.2993574,36.4723544,0,20,2023-05-29 14:36:56,2024-11-05 10:52:33
SJ-00690,반곡동_수루배마을 901동앞,Y,반곡동,세종특별자치시 반곡동 875,127.317445,36.4989733,4,25,2023-05-29 14:40:39,2024-09-27 14:44:10
SJ-00691,다정동_가온마을 614동 입구,Y,다정동,세종특별자치시 다정동 981,127.2470679,36.4960905,2,25,2023-05-29 14:42:56,2024-03-13 11:13:16
SJ-00692,보람동_보람중학교,Y,보람동,세종특별자치시 보람동 779,127.2937262,36.4784711,3,25,2023-05-29 14:44:13,2024-03-13 11:14:45
SJ-00693,어진동_세종비지니스센터,Y,어진동,세종특별자치시 어진동 657,127.2654343,36.4958458,1,35,2023-05-29 14:46:33,2024-08-21 16:14:34
SJ-00694,반곡동_반곡동 복합커뮤니티센터 앞,Y,반곡동,세종특별자치시 반곡동 855,127.310596,36.4983146,4,25,2023-05-29 14:48:20,2024-03-13 11:15:14
SJ-00695,조치원_세종특별자치시교육청교육원입구,Y,조치원,세종특별자치시 서창리 307,127.2862603,36.6046533,조치원,35,2023-05-29 14:53:08,2024-03-13 11:17:47
SJ-00696,보람동_세종시교육청진로교육원 맞은편,Y,보람동,세종특별자치시 보람동 788,127.2846222,36.4789683,3,25,2023-06-12 19:10:12,2024-03-13 11:17:56
SJ-00697,보람동_세종세무서 맞은편,Y,보람동,세종특별자치시 보람동 788,127.2855563,36.4793709,3,25,2023-06-12 19:13:05,2024-03-13 11:18:10
SJ-00698,소담동_한국전력공사 앞,Y,소담동,세종특별자치시 소담동 567,127.3045471,36.4850143,4,25,2023-10-31 16:12:13,2024-03-13 13:09:26
SJ-00699,집현동_세종이음학교 앞,Y,집현동,세종특별자치시 집현동 757-2,127.3360287,36.4993626,4,25,2023-11-10 11:16:38,2024-03-13 13:11:15
SJ-00700,반곡동_한국개발연구원 앞,Y,반곡동,세종특별자치시 반곡동 1042,127.3099295,36.482131,3,25,2023-11-10 11:22:39,2024-07-02 18:59:09
SJ-00704,고운동_가락마을1209동앞 로터리,Y,고운동,세종특별자치시 고운동 2058,127.2335764,36.5111643,1,35,2023-11-10 13:20:35,2024-09-03 15:12:07
SJ-00706,세종동_세종전통문화체험관 햇무리교방향(임시버스정류장),Y,세종동,세종특별자치시 세종동 735-486,127.2835151,36.5038572,S-1,25,2023-11-10 13:24:22,2024-03-13 13:20:17
SJ-00707,어진동_한뜰마을 5단지 대로변,Y,어진동,세종특별자치시 어진동 682,127.2561579,36.4984785,1,25,2023-11-10 13:30:18,2024-03-13 13:21:11
SJ-00708,나성동_도시상징광장,Y,나성동,세종특별자치시 나성동 836,127.2633784,36.4856009,2,25,2023-11-10 13:31:56,2024-03-13 13:21:46
SJ-00709,조치원_세종시보건환경연구원,Y,조치원,세종특별자치시 봉산리 383,127.283015,36.6029263,조치원,25,2023-11-10 13:36:46,2024-04-30 16:14:23
SJ-00710,세종동_중앙공원 야구장 축구장 사이,Y,세종동,세종특별자치시 세종동 1204,127.277401,36.4975815,1,25,2023-11-10 13:44:13,2024-10-13 08:41:37
SJ-00711,세종동_중앙공원 장남평야 인근,Y,세종동,세종특별자치시 세종동 1204,127.2724094,36.4923742,1,55,2023-11-10 13:45:47,2024-10-13 08:41:48
SJ-00712,광역복지지원센터 앞,Y,반곡동,세종특별자치시 반곡동 1037,127.318015,36.4957768,4,25,2023-12-29 15:36:30,2024-07-24 09:39:01
SJ-00713,도램마을 15단지 1509동 앞,Y,도담동,세종특별자치시 도담동 859,127.2660955,36.5135184,1,25,2023-12-29 15:38:42,2024-07-19 11:20:31
SJ-00714,해들마을 603동 앞,Y,대평동,세종특별자치시 대평동 668,127.2781144,36.4758528,3,25,2023-12-29 15:40:34,2024-07-24 10:09:11
SJ-00715,새샘마을 1단지 정류장,Y,소담동,세종특별자치시 소담동 597-1,127.2997686,36.4807751,3,25,2023-12-29 15:46:05,2024-07-24 13:13:38
SJ-00716,제이빌딩 앞 버스정류장,Y,나성동,세종특별자치시 나성동 801,127.258191,36.4912108,2,30,2023-12-29 15:49:24,2024-08-24 14:50:15
SJ-00717,어진동 세종마치 앞,Y,어진동,세종특별자치시 어진동 610,127.2715927,36.5039204,1,25,2023-12-29 15:53:49,2024-10-13 08:42:10
SJ-00718,보람중학교 옆,Y,보람동,세종특별자치시 보람동 782,127.2922148,36.477768,3,25,2023-12-29 15:57:33,2024-02-20 10:37:44
SJ-00719,행정안전부 중앙동 동측 2,Y,어진동,세종특별자치시 어진동 572,127.2662376,36.5025126,1,35,2023-12-29 16:00:25,2024-07-23 14:44:30
SJ-00720,산울동 복합커뮤니티센터,Y,산울동,세종특별자치시 산울동 256-2,127.26139000,36.53228920,6,35,2023-12-29 16:22:12,2024-09-07 09:17:59
SJ-00723,해밀동-해밀마을 203동 앞,Y,해밀동,세종특별자치시 해밀동 산1-2 (해밀3로 85),127.2687323,36.5313831,6,25,2023-12-29 16:33:34,2024-06-11 14:39:25
SJ-00724,산울동 초. 중학교,Y,산울동,세종특별자치시 산울동 291-1,127.26197090,36.53328020,6,25,2023-12-29 16:28:49,2024-05-03 14:45:54
SJ-00725,정부세종청사 중앙동 건너편 2,Y,어진동,세종특별자치시 어진동 713,127.2662329,36.5019029,1,20,2023-12-29 16:12:03,2024-07-23 14:44:44
SJ-00726,어진동_어진뜰 근린공원 사거리,Y,어진동,"어진동 598, 어진뜰 근린공원 사거리",127.26155,36.4983546,1,25,2024-05-10 14:47:44,2024-05-10 15:46:35
SJ-00727,집현동 _하나은행 앞,Y,집현동,집현동 1162,127.331877,36.499219,4,30,2024-05-14 14:39:11,2024-07-26 10:24:05
SJ-00728,반곡동_수루배마을 4단지 정문 맞은편,Y,반곡동,반곡동 59-43,127.313916,36.5014876,4,25,2024-05-14 14:56:15,2024-05-15 11:03:21
SJ-00729,도담동_양지중학교 맞은편,Y,도담동,도담동 도램마을14단지,127.2676608,36.5088600,1,25,2024-05-14 14:59:31,2024-05-15 09:13:54
SJ-00731,산울동_ 세종파밀리에더파크 정문,Y,산울동,산울동  세종파밀리에더파크 5단지,127.260111,36.529387,6,25,2024-05-14 14:52:25,2024-09-30 12:00:13
SJ-00733,나성동_신한은행 앞,Y,나성동,"니성동 711, 신한은행 앞",127.2592678,36.4836299,2,25,2024-05-14 15:00:15,2024-05-15 10:54:06
SJ-00734,가람동_LH 품질시험인정센터 정문,Y,가람동,가람동 라온로 66,127.241030,36.468710,2,25,2024-05-14 15:08:34,2024-05-15 10:23:21
SJ-00735,어진동_ 어진중학교 정문앞,Y,어진동,다솜로 10,127.2556899,36.4978864,1,30,2024-05-27 10:26:05,2024-05-27 11:20:09
SJ-00737,집현동_세종공동캠퍼스 한밭대,Y,집현동,집현동 산 16,127.3344034,36.5035892,4,30,2024-08-30 10:49:02,2024-10-23 11:25:29
SJ-00738,집현동_세종공동캠퍼스 충북대,Y,집현동,집현동 산 16,127.3338611,36.5026071,4,30,2024-08-30 10:51:37,2024-10-23 11:25:07
SJ-00740,집현동_세종공동캠퍼스 학생회관 동측,Y,집현동,집현동 산 16,127.3327092,36.500926,4,30,2024-08-30 10:57:20,2024-10-23 11:24:10
SJ-00741,집현동_세종공동캠퍼스 학생회관 북동측,Y,집현동,집현동 산 16,127.3330062,36.5010741,4,30,2024-08-30 10:59:15,2024-10-23 11:23:49
SJ-00742,집현동_세종공동캠퍼스 체육관 서측,Y,집현동,집현동 산 16,127.3290768,36.5014279,4,25,2024-08-30 11:01:43,2024-10-23 11:22:38
SJ-00743,"산울동_산울마을 7단지,712동 앞",Y,산울동,세종 산울7로 11 산울마을7단지,127.265435,36.530347,6,20,2024-09-23 09:51:02,2024-11-27 14:32:06
SJ-00744,세종이음학교 입구,Y,집현동,세종 집현동 931-9,127.3373896,36.499747,4,20,2024-09-23 09:59:08,2024-09-23 13:17:48
SJ-00745,"집현동_집현로77, 대왕마트 앞",Y,집현동,세종 집현동로 77 ,127.3248118,36.4909968,4,20,2024-09-23 10:09:20,2024-09-23 13:22:43
SJ-00746,고운동_가락마을8단지 804동 앞,Y,고운동,세종 만남로 92,127.2411848,36.5057929,1,20,2024-09-23 10:16:04,2024-09-30 17:50:04
SJ-00747,소담동_한국전력공사 정문,Y,소담동,세종 법원로 18,127.306256,36.483777,3,25,2024-09-23 10:41:43,2024-11-06 17:02:53
SJ-00748,도담동_도램마을3단지 305동 앞,Y,도담동,세종 다솜1로 184,127.2557448,36.5136541,1,20,2024-09-23 10:52:03,2024-09-24 11:04:12
SJ-00749,다정동_LH희망상가(청년세종센터),Y,다정동,세종 다정중앙로 20 가온마을 7단지 상가동 2층 세종시청년센터,127.2494129,36.4932814,2,20,2024-09-23 11:03:51,2024-09-23 11:03:51
SJ-00750,"산울동_산울7로, 706동 앞",Y,산울동,세종 산울7로 11 산울마을7단지,127.2651856,36.5323189,6,20,2024-09-23 11:25:23,2024-09-23 11:25:23
SJ-00751,"새롬동_새롬북로14,새뜸마을 3단지 309동 앞 ",Y,새롬동,세종 새롬북로 14,127.2460722,36.4841824,2,20,2024-09-23 11:28:49,2024-09-23 11:28:49
SJ-00752,"해밀동_해밀3로 32, 해밀마을1단지 110동 인근",Y,해밀동,세종 해밀3로 32,127.2626965,36.5251848,6,30,2024-09-23 11:36:00,2024-09-24 14:28:37
SJ-00753,공동캠퍼스 BRT 옆,Y,집현동,세종 집현북로 109,127.329057,36.5014253,4,20,2024-09-23 11:40:12,2024-09-23 11:40:12
SJ-00754,조치원읍 엘리프세종아파트 104동 앞,Y,조치원,세종 조치원읍 서북부4로 10 엘리프세종아파트,127.2823574,36.6028354,조치원,25,2024-11-13 09:50:02,2024-11-13 09:50:02
SJ-00755,조치원읍 엘리프세종아파트 111동 앞 ,Y,조치원,세종 조치원읍 서북부4로 10 엘리프세종아파트,127.279915,36.602643,조치원,25,2024-11-13 09:58:34,2024-11-13 09:58:34
SJ-00756,산울동 산울마을 218동 인근,Y,산울동,세종 산울3로 45,127.2541409,36.5301837,6,25,2024-11-13 10:03:26,2024-11-13 10:03:26
SJ-00757,"다정동 898, 오돈오리불고기 인근 ",Y,다정동,세종 다정북로 63 1층,127.2379262,36.4962431,2,25,2024-11-13 10:05:31,2024-11-13 10:05:31
SJ-00758,아름동 범지기마을3단지 311동 앞 ,Y,아름동,아름동 범지기마을 311동,127.2450965,36.5186154,1,25,2024-11-13 10:10:07,2024-11-13 10:10:07
SJ-00759,고운동 가락마을 5단지 앞 ,Y,고운동,고운동 가락마을 5단지 앞 ,127.2384178,36.5060258,1,25,2024-11-13 10:18:30,2024-11-13 10:18:30
SJ-00760,한솔동 참샘초등학교 인근 ,Y,한솔동,세종 노을1로 29,127.2585021,36.4795775,2,25,2024-11-13 10:40:46,2024-11-13 10:40:46
SJ-00762,"보람동 759, 강남제일타워 인근 ",Y,보람동,세종특별자치시 보람동 759,127.2897338,36.477011,3,25,2024-11-13 10:48:19,2024-11-13 10:48:19
SJ-00763,새롬동 해피라움W인근,Y,새롬동,세종 새롬중앙로 62-15,127.2514694,36.4865346,2,25,2024-11-13 10:51:39,2024-11-13 10:51:39
SJ-01001,국립어린이박물관,Y,세종동,세종동 107-112,127.2720352,36.4896518,S-1,35,2024-05-02 13:26:39,2024-11-18 10:25:16
SJ-705,세종동_세종전통문화체험관 정부세종청사방향(임시버스정류장),Y,세종동,세종특별자치시 세종동 794-1,127.285504,36.5037737,S-1,25,2023-11-10 13:23:19,2024-03-13 13:19:34
SJ-00739,집현동_세종공동캠퍼스 충남대,N,집현동,집현동 산 16,127.3331549,36.5021935,4,30,2024-08-30 10:53:36,2024-11-14 15:37:28
SJ-00764,다정동 명품한우타운 인근 ,Y,다정동,세종 다정로 13,127.2357338,36.498688,2,20,2025-01-06 09:02:57,2025-01-06 09:02:57
SJ-00765,다정동 가온마을 1102단지 인근 ,Y,다정동,세종 다정남로 130 1층 메리봉봉,127.2548364,36.4924166,2,20,2025-01-06 09:07:56,2025-01-06 09:07:56
SJ-00766,아름동 범지기마을 11단지 인근 ,Y,아름동,세종 보듬3로 73,127.2501372,36.5100619,1,20,2025-01-06 09:10:24,2025-01-06 09:10:24
SJ-00767,해밀동 라포르테 112동 앞 ,Y,해밀동,세종 해밀동 라포르테 112동,127.273046,36.526104,6,20,2025-01-06 09:13:15,2025-01-06 09:13:15
SJ-00768,"소담동 한누리대로 2016, 타임빌딩 앞 ",Y,소담동,소담동 한누리대로 2016,127.2997554,36.4848432,3,20,2025-01-06 09:19:20,2025-01-06 09:19:20
SJ-00769,반곡동 조세재정연구원 인근,Y,반곡동,세종 시청대로 336 한국조세재정연구원,127.3020648,36.4928953,4,20,2025-01-06 09:24:48,2025-01-06 09:24:48
SJ-00770,반곡동 더건강한약국 앞,Y,반곡동,세종 한누리대로 1934 메인타워 1층,127.3036238,36.4913255,4,20,2025-01-06 09:28:05,2025-01-06 09:28:05
SJ-00771,조치원 국립농산물품질관리원,Y,조치원,세종 조치원읍 서북부2로 3,127.2829701,36.6017296,조치원,20,2025-01-06 09:29:59,2025-01-06 09:29:59
